model,task,fold,metric,value,data_split,ssp
ankh,mp,3.0,eval_steps_per_second,216.522,cross-validation,NA
ankh,mp,3.0,epoch,7.0,cross-validation,NA
ankh,mp,4.0,eval_loss,0.2377041131258011,cross-validation,NA
ankh,mp,4.0,eval_accuracy,0.9198757763975156,cross-validation,NA
ankh,mp,4.0,eval_precision,0.8820255982192543,cross-validation,NA
ankh,mp,4.0,eval_recall,0.9717964438994482,cross-validation,NA
ankh,mp,4.0,eval_f1,0.9247374562427072,cross-validation,NA
ankh,mp,4.0,eval_mcc,0.8440203845868711,cross-validation,NA
ankh,mp,4.0,eval_runtime,17.6413,cross-validation,NA
ankh,mp,4.0,eval_samples_per_second,182.526,cross-validation,NA
ankh,mp,4.0,eval_steps_per_second,182.526,cross-validation,NA
ankh,mp,4.0,epoch,6.0,cross-validation,NA
ankh,mp,,eval_loss,0.2085891515016555,test,NA
ankh,mp,,eval_accuracy,0.9212290502793296,test,NA
ankh,mp,,eval_precision,0.8892276422764228,test,NA
ankh,mp,,eval_recall,0.9647188533627344,test,NA
ankh,mp,,eval_f1,0.9254362771020624,test,NA
ankh,mp,,eval_mcc,0.8453906647371416,test,NA
ankh,mp,,eval_runtime,9.8309,test,NA
ankh,mp,,eval_samples_per_second,182.079,test,NA
ankh,mp,,eval_steps_per_second,182.079,test,NA
ankh,mp,,epoch,6.0,test,NA
p2s,SSP,0.0,eval_loss,0.3497657477855682,cross-validation,ssp3
p2s,SSP,0.0,eval_accuracy,0.8523403411344704,cross-validation,ssp3
p2s,SSP,0.0,eval_precision,0.8628681394275345,cross-validation,ssp3
p2s,SSP,0.0,eval_recall,0.8398660589887644,cross-validation,ssp3
p2s,SSP,0.0,eval_f1,0.84951436662924,cross-validation,ssp3
p2s,SSP,0.0,eval_runtime,73.4455,cross-validation,ssp3
p2s,SSP,0.0,eval_samples_per_second,29.396,cross-validation,ssp3
p2s,SSP,0.0,eval_steps_per_second,29.396,cross-validation,ssp3
p2s,SSP,0.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,1.0,eval_loss,0.3590116500854492,cross-validation,ssp3
p2s,SSP,1.0,eval_accuracy,0.8527414087112344,cross-validation,ssp3
p2s,SSP,1.0,eval_precision,0.8565134673019568,cross-validation,ssp3
p2s,SSP,1.0,eval_recall,0.8479117716812002,cross-validation,ssp3
p2s,SSP,1.0,eval_f1,0.851841312310546,cross-validation,ssp3
p2s,SSP,1.0,eval_runtime,93.9688,cross-validation,ssp3
p2s,SSP,1.0,eval_samples_per_second,22.976,cross-validation,ssp3
p2s,SSP,1.0,eval_steps_per_second,22.976,cross-validation,ssp3
p2s,SSP,1.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,2.0,eval_loss,0.3587225377559662,cross-validation,ssp3
p2s,SSP,2.0,eval_accuracy,0.8514594199258285,cross-validation,ssp3
p2s,SSP,2.0,eval_precision,0.8572769938498661,cross-validation,ssp3
p2s,SSP,2.0,eval_recall,0.8441144138286255,cross-validation,ssp3
p2s,SSP,2.0,eval_f1,0.8500149601391213,cross-validation,ssp3
p2s,SSP,2.0,eval_runtime,51.8505,cross-validation,ssp3
p2s,SSP,2.0,eval_samples_per_second,41.62,cross-validation,ssp3
p2s,SSP,2.0,eval_steps_per_second,41.62,cross-validation,ssp3
p2s,SSP,2.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,3.0,eval_loss,0.3591401278972626,cross-validation,ssp3
p2s,SSP,3.0,eval_accuracy,0.8528303988901946,cross-validation,ssp3
p2s,SSP,3.0,eval_precision,0.8540534794746694,cross-validation,ssp3
p2s,SSP,3.0,eval_recall,0.8495313604239415,cross-validation,ssp3
p2s,SSP,3.0,eval_f1,0.8516843949788653,cross-validation,ssp3
p2s,SSP,3.0,eval_runtime,122.4825,cross-validation,ssp3
p2s,SSP,3.0,eval_samples_per_second,17.619,cross-validation,ssp3
p2s,SSP,3.0,eval_steps_per_second,17.619,cross-validation,ssp3
p2s,SSP,3.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,4.0,eval_loss,0.3639526069164276,cross-validation,ssp3
p2s,SSP,4.0,eval_accuracy,0.8504600410889472,cross-validation,ssp3
p2s,SSP,4.0,eval_precision,0.8548111494896057,cross-validation,ssp3
p2s,SSP,4.0,eval_recall,0.8433758162742832,cross-validation,ssp3
p2s,SSP,4.0,eval_f1,0.8485652967651974,cross-validation,ssp3
p2s,SSP,4.0,eval_runtime,79.4031,cross-validation,ssp3
p2s,SSP,4.0,eval_samples_per_second,27.178,cross-validation,ssp3
p2s,SSP,4.0,eval_steps_per_second,27.178,cross-validation,ssp3
p2s,SSP,4.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,,eval_loss,0.6207150220870972,casp12,ssp3
p2s,SSP,,eval_accuracy,0.7660638141449787,casp12,ssp3
p2s,SSP,,eval_precision,0.7704537391602321,casp12,ssp3
p2s,SSP,,eval_recall,0.7540160912332722,casp12,ssp3
p2s,SSP,,eval_f1,0.7590092988988077,casp12,ssp3
p2s,SSP,,eval_runtime,1.0629,casp12,ssp3
p2s,SSP,,eval_samples_per_second,18.816,casp12,ssp3
p2s,SSP,,eval_steps_per_second,18.816,casp12,ssp3
p2s,SSP,,epoch,6.0,casp12,ssp3
p2s,SSP,,eval_loss,0.4136771261692047,casp13,ssp3
p2s,SSP,,eval_accuracy,0.839278220730172,casp13,ssp3
p2s,SSP,,eval_precision,0.8452387672643548,casp13,ssp3
p2s,SSP,,eval_recall,0.8358615452496965,casp13,ssp3
p2s,SSP,,eval_f1,0.8402083361674033,casp13,ssp3
p2s,SSP,,eval_runtime,0.3178,casp13,ssp3
p2s,SSP,,eval_samples_per_second,37.756,casp13,ssp3
p2s,SSP,,eval_steps_per_second,37.756,casp13,ssp3
p2s,SSP,,epoch,6.0,casp13,ssp3
p2s,SSP,,eval_loss,0.626337468624115,casp14,ssp3
p2s,SSP,,eval_accuracy,0.7385548814120243,casp14,ssp3
p2s,SSP,,eval_precision,0.694781081755855,casp14,ssp3
p2s,SSP,,eval_recall,0.7253690861424303,casp14,ssp3
p2s,SSP,,eval_f1,0.7073725876463811,casp14,ssp3
p2s,SSP,,eval_runtime,0.6833,casp14,ssp3
p2s,SSP,,eval_samples_per_second,26.343,casp14,ssp3
p2s,SSP,,eval_steps_per_second,26.343,casp14,ssp3
p2s,SSP,,epoch,6.0,casp14,ssp3
p2s,SSP,,eval_loss,0.3685823976993561,ts115,ssp3
p2s,SSP,,eval_accuracy,0.848606248316725,ts115,ssp3
p2s,SSP,,eval_precision,0.8487927448541583,ts115,ssp3
p2s,SSP,,eval_recall,0.8375247101956157,ts115,ssp3
p2s,SSP,,eval_f1,0.8427565918613311,ts115,ssp3
p2s,SSP,,eval_runtime,5.621,ts115,ssp3
p2s,SSP,,eval_samples_per_second,20.459,ts115,ssp3
p2s,SSP,,eval_steps_per_second,20.459,ts115,ssp3
p2s,SSP,,epoch,6.0,ts115,ssp3
p2s,SSP,,eval_loss,0.4075920581817627,cb513,ssp3
p2s,SSP,,eval_accuracy,0.8426439646971412,cb513,ssp3
p2s,SSP,,eval_precision,0.8477661926760757,cb513,ssp3
p2s,SSP,,eval_recall,0.8331608662871864,cb513,ssp3
p2s,SSP,,eval_f1,0.8395946326370974,cb513,ssp3
p2s,SSP,,eval_runtime,21.0561,cb513,ssp3
p2s,SSP,,eval_samples_per_second,24.268,cb513,ssp3
p2s,SSP,,eval_steps_per_second,24.268,cb513,ssp3
p2s,SSP,,epoch,6.0,cb513,ssp3
p2s,SSP,0.0,eval_loss,0.6885985732078552,cross-validation,ssp8
p2s,SSP,0.0,eval_accuracy,0.7430222494681042,cross-validation,ssp8
p2s,SSP,0.0,eval_precision,0.6763279517433547,cross-validation,ssp8
p2s,SSP,0.0,eval_recall,0.4871675865947455,cross-validation,ssp8
p2s,SSP,0.0,eval_f1,0.5220660381927748,cross-validation,ssp8
p2s,SSP,0.0,eval_runtime,97.4536,cross-validation,ssp8
p2s,SSP,0.0,eval_samples_per_second,22.154,cross-validation,ssp8
p2s,SSP,0.0,eval_steps_per_second,22.154,cross-validation,ssp8
p2s,SSP,0.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,1.0,eval_loss,0.6969506740570068,cross-validation,ssp8
p2s,SSP,1.0,eval_accuracy,0.7423733344894361,cross-validation,ssp8
p2s,SSP,1.0,eval_precision,0.6649313898811753,cross-validation,ssp8
p2s,SSP,1.0,eval_recall,0.4932668023282143,cross-validation,ssp8
p2s,SSP,1.0,eval_f1,0.5242156828241257,cross-validation,ssp8
p2s,SSP,1.0,eval_runtime,58.4474,cross-validation,ssp8
p2s,SSP,1.0,eval_samples_per_second,36.939,cross-validation,ssp8
p2s,SSP,1.0,eval_steps_per_second,36.939,cross-validation,ssp8
p2s,SSP,1.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,2.0,eval_loss,0.6931882500648499,cross-validation,ssp8
p2s,SSP,2.0,eval_accuracy,0.7437999586294529,cross-validation,ssp8
p2s,SSP,2.0,eval_precision,0.6726682506403869,cross-validation,ssp8
p2s,SSP,2.0,eval_recall,0.4810216167858091,cross-validation,ssp8
p2s,SSP,2.0,eval_f1,0.5133194358753526,cross-validation,ssp8
p2s,SSP,2.0,eval_runtime,54.0227,cross-validation,ssp8
p2s,SSP,2.0,eval_samples_per_second,39.946,cross-validation,ssp8
p2s,SSP,2.0,eval_steps_per_second,39.946,cross-validation,ssp8
p2s,SSP,2.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,3.0,eval_loss,0.6998187899589539,cross-validation,ssp8
p2s,SSP,3.0,eval_accuracy,0.7439523157482381,cross-validation,ssp8
p2s,SSP,3.0,eval_precision,0.6566125188316551,cross-validation,ssp8
p2s,SSP,3.0,eval_recall,0.4857716691951976,cross-validation,ssp8
p2s,SSP,3.0,eval_f1,0.5193647058694495,cross-validation,ssp8
p2s,SSP,3.0,eval_runtime,52.3617,cross-validation,ssp8
p2s,SSP,3.0,eval_samples_per_second,41.213,cross-validation,ssp8
p2s,SSP,3.0,eval_steps_per_second,41.213,cross-validation,ssp8
p2s,SSP,3.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,4.0,eval_loss,0.7071828246116638,cross-validation,ssp8
p2s,SSP,4.0,eval_accuracy,0.7405534201407991,cross-validation,ssp8
p2s,SSP,4.0,eval_precision,0.6456180809081011,cross-validation,ssp8
p2s,SSP,4.0,eval_recall,0.4805826886366158,cross-validation,ssp8
p2s,SSP,4.0,eval_f1,0.5063211021093152,cross-validation,ssp8
p2s,SSP,4.0,eval_runtime,51.6699,cross-validation,ssp8
p2s,SSP,4.0,eval_samples_per_second,41.765,cross-validation,ssp8
p2s,SSP,4.0,eval_steps_per_second,41.765,cross-validation,ssp8
p2s,SSP,4.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,,eval_loss,1.0275795459747314,casp12,ssp8
p2s,SSP,,eval_accuracy,0.6487281282164388,casp12,ssp8
p2s,SSP,,eval_precision,0.5967062138723033,casp12,ssp8
p2s,SSP,,eval_recall,0.3824109531229495,casp12,ssp8
p2s,SSP,,eval_f1,0.3988755362758011,casp12,ssp8
p2s,SSP,,eval_runtime,0.6079,casp12,ssp8
p2s,SSP,,eval_samples_per_second,32.898,casp12,ssp8
p2s,SSP,,eval_steps_per_second,32.898,casp12,ssp8
p2s,SSP,,epoch,6.0,casp12,ssp8
p2s,SSP,,eval_loss,0.7864692211151123,casp13,ssp8
p2s,SSP,,eval_accuracy,0.702475870751154,casp13,ssp8
p2s,SSP,,eval_precision,0.5166308029273832,casp13,ssp8
p2s,SSP,,eval_recall,0.4288198359974061,casp13,ssp8
p2s,SSP,,eval_f1,0.4387251698005198,casp13,ssp8
p2s,SSP,,eval_runtime,0.1777,casp13,ssp8
p2s,SSP,,eval_samples_per_second,67.53,casp13,ssp8
p2s,SSP,,eval_steps_per_second,67.53,casp13,ssp8
p2s,SSP,,epoch,6.0,casp13,ssp8
p2s,SSP,,eval_loss,1.1348546743392944,casp14,ssp8
p2s,SSP,,eval_accuracy,0.5824600110314396,casp14,ssp8
p2s,SSP,,eval_precision,0.369541654144103,casp14,ssp8
p2s,SSP,,eval_recall,0.3334126943024492,casp14,ssp8
p2s,SSP,,eval_f1,0.3260024262539792,casp14,ssp8
p2s,SSP,,eval_runtime,0.3848,casp14,ssp8
p2s,SSP,,eval_samples_per_second,46.775,casp14,ssp8
p2s,SSP,,eval_steps_per_second,46.775,casp14,ssp8
p2s,SSP,,epoch,6.0,casp14,ssp8
p2s,SSP,,eval_loss,0.723124623298645,ts115,ssp8
p2s,SSP,,eval_accuracy,0.7410786426070562,ts115,ssp8
p2s,SSP,,eval_precision,0.6787101940540352,ts115,ssp8
p2s,SSP,,eval_recall,0.4730887175062236,ts115,ssp8
p2s,SSP,,eval_f1,0.5071235599669355,ts115,ssp8
p2s,SSP,,eval_runtime,2.5472,ts115,ssp8
p2s,SSP,,eval_samples_per_second,45.148,ts115,ssp8
p2s,SSP,,eval_steps_per_second,45.148,ts115,ssp8
p2s,SSP,,epoch,6.0,ts115,ssp8
p2s,SSP,,eval_loss,0.8058644533157349,cb513,ssp8
p2s,SSP,,eval_accuracy,0.7108207011964364,cb513,ssp8
p2s,SSP,,eval_precision,0.6158069313339165,cb513,ssp8
p2s,SSP,,eval_recall,0.478444588072811,cb513,ssp8
p2s,SSP,,eval_f1,0.5016076968794552,cb513,ssp8
p2s,SSP,,eval_runtime,8.9257,cb513,ssp8
p2s,SSP,,eval_samples_per_second,57.25,cb513,ssp8
p2s,SSP,,eval_steps_per_second,57.25,cb513,ssp8
p2s,SSP,,epoch,6.0,cb513,ssp8
ankh,SSP,0.0,eval_loss,0.3457396924495697,cross-validation,ssp3
ankh,SSP,0.0,eval_accuracy,0.8539666798889329,cross-validation,ssp3
ankh,SSP,0.0,eval_precision,0.8543454200358163,cross-validation,ssp3
ankh,SSP,0.0,eval_recall,0.8508506999873188,cross-validation,ssp3
ankh,SSP,0.0,eval_f1,0.852532776446482,cross-validation,ssp3
ankh,SSP,0.0,eval_runtime,64.0154,cross-validation,ssp3
ankh,SSP,0.0,eval_samples_per_second,33.726,cross-validation,ssp3
ankh,SSP,0.0,eval_steps_per_second,33.726,cross-validation,ssp3
ankh,SSP,0.0,epoch,6.0,cross-validation,ssp3
ankh,SSP,1.0,eval_loss,0.3493550717830658,cross-validation,ssp3
ankh,SSP,1.0,eval_accuracy,0.8539173820052602,cross-validation,ssp3
ankh,SSP,1.0,eval_precision,0.8567644274914393,cross-validation,ssp3
ankh,SSP,1.0,eval_recall,0.8494035565878887,cross-validation,ssp3
ankh,SSP,1.0,eval_f1,0.8528366616106812,cross-validation,ssp3
ankh,SSP,1.0,eval_runtime,55.3541,cross-validation,ssp3
ankh,SSP,1.0,eval_samples_per_second,39.003,cross-validation,ssp3
ankh,SSP,1.0,eval_steps_per_second,39.003,cross-validation,ssp3
ankh,SSP,1.0,epoch,6.0,cross-validation,ssp3
ankh,SSP,2.0,eval_loss,0.3525412082672119,cross-validation,ssp3
ankh,SSP,2.0,eval_accuracy,0.8531271701068247,cross-validation,ssp3
ankh,SSP,2.0,eval_precision,0.8552283612355636,cross-validation,ssp3
ankh,SSP,2.0,eval_recall,0.8499652916644435,cross-validation,ssp3
ankh,SSP,2.0,eval_f1,0.8524766171259227,cross-validation,ssp3
ankh,SSP,2.0,eval_runtime,68.122,cross-validation,ssp3
ankh,SSP,2.0,eval_samples_per_second,31.678,cross-validation,ssp3
ankh,SSP,2.0,eval_steps_per_second,31.678,cross-validation,ssp3
ankh,SSP,2.0,epoch,6.0,cross-validation,ssp3
ankh,SSP,3.0,eval_loss,0.3518379926681518,cross-validation,ssp3
ankh,SSP,3.0,eval_accuracy,0.8536965358117069,cross-validation,ssp3
ankh,SSP,3.0,eval_precision,0.8579473887959573,cross-validation,ssp3
ankh,SSP,3.0,eval_recall,0.8471420832415103,cross-validation,ssp3
ankh,SSP,3.0,eval_f1,0.8520695804705922,cross-validation,ssp3
ankh,SSP,3.0,eval_runtime,73.5275,cross-validation,ssp3
ankh,SSP,3.0,eval_samples_per_second,29.35,cross-validation,ssp3
ankh,SSP,3.0,eval_steps_per_second,29.35,cross-validation,ssp3
ankh,SSP,3.0,epoch,6.0,cross-validation,ssp3
ankh,SSP,4.0,eval_loss,0.3530392646789551,cross-validation,ssp3
ankh,SSP,4.0,eval_accuracy,0.8522493402861075,cross-validation,ssp3
ankh,SSP,4.0,eval_precision,0.8535869458584484,cross-validation,ssp3
ankh,SSP,4.0,eval_recall,0.8491063226870322,cross-validation,ssp3
ankh,SSP,4.0,eval_f1,0.8511993350019345,cross-validation,ssp3
ankh,SSP,4.0,eval_runtime,102.3869,cross-validation,ssp3
ankh,SSP,4.0,eval_samples_per_second,21.077,cross-validation,ssp3
ankh,SSP,4.0,eval_steps_per_second,21.077,cross-validation,ssp3
ankh,SSP,4.0,epoch,6.0,cross-validation,ssp3
ankh,SSP,,eval_loss,0.5746758580207825,casp12,ssp3
ankh,SSP,,eval_accuracy,0.7662108513453904,casp12,ssp3
ankh,SSP,,eval_precision,0.7648607493421741,casp12,ssp3
ankh,SSP,,eval_recall,0.756843788059759,casp12,ssp3
ankh,SSP,,eval_f1,0.760528835578902,casp12,ssp3
ankh,SSP,,eval_runtime,0.7025,casp12,ssp3
ankh,SSP,,eval_samples_per_second,28.471,casp12,ssp3
ankh,SSP,,eval_steps_per_second,28.471,casp12,ssp3
ankh,SSP,,epoch,6.0,casp12,ssp3
ankh,SSP,,eval_loss,0.4099489152431488,casp13,ssp3
ankh,SSP,,eval_accuracy,0.8275283256399496,casp13,ssp3
ankh,SSP,,eval_precision,0.836085353837111,casp13,ssp3
ankh,SSP,,eval_recall,0.8240521501553931,casp13,ssp3
ankh,SSP,,eval_f1,0.8288841736359179,casp13,ssp3
ankh,SSP,,eval_runtime,0.2181,casp13,ssp3
ankh,SSP,,eval_samples_per_second,55.026,casp13,ssp3
ankh,SSP,,eval_steps_per_second,55.026,casp13,ssp3
ankh,SSP,,epoch,6.0,casp13,ssp3
ankh,SSP,,eval_loss,0.5967702269554138,casp14,ssp3
ankh,SSP,,eval_accuracy,0.7495863210148924,casp14,ssp3
ankh,SSP,,eval_precision,0.7122165498225606,casp14,ssp3
ankh,SSP,,eval_recall,0.7336813540503956,casp14,ssp3
ankh,SSP,,eval_f1,0.717812028456338,casp14,ssp3
ankh,SSP,,eval_runtime,0.4747,casp14,ssp3
ankh,SSP,,eval_samples_per_second,37.923,casp14,ssp3
ankh,SSP,,eval_steps_per_second,37.923,casp14,ssp3
ankh,SSP,,epoch,6.0,casp14,ssp3
ankh,SSP,,eval_loss,0.3667448163032532,ts115,ssp3
ankh,SSP,,eval_accuracy,0.8457446808510638,ts115,ssp3
ankh,SSP,,eval_precision,0.8461843007214686,ts115,ssp3
ankh,SSP,,eval_recall,0.8386375006900141,ts115,ssp3
ankh,SSP,,eval_f1,0.841715771539981,ts115,ssp3
ankh,SSP,,eval_runtime,2.67,ts115,ssp3
ankh,SSP,,eval_samples_per_second,43.072,ts115,ssp3
ankh,SSP,,eval_steps_per_second,43.072,ts115,ssp3
ankh,SSP,,epoch,6.0,ts115,ssp3
ankh,SSP,,eval_loss,0.3908608555793762,cb513,ssp3
ankh,SSP,,eval_accuracy,0.8413871162619522,cb513,ssp3
ankh,SSP,,eval_precision,0.8464956364191313,cb513,ssp3
ankh,SSP,,eval_recall,0.834575842406946,cb513,ssp3
ankh,SSP,,eval_f1,0.8396180741961278,cb513,ssp3
ankh,SSP,,eval_runtime,9.4571,cb513,ssp3
ankh,SSP,,eval_samples_per_second,54.033,cb513,ssp3
ankh,SSP,,eval_steps_per_second,54.033,cb513,ssp3
ankh,SSP,,epoch,6.0,cb513,ssp3
ankh,SSP,0.0,eval_loss,0.6770023703575134,cross-validation,ssp8
ankh,SSP,0.0,eval_accuracy,0.7473585518012332,cross-validation,ssp8
ankh,SSP,0.0,eval_precision,0.6633370241770833,cross-validation,ssp8
ankh,SSP,0.0,eval_recall,0.5024529098849857,cross-validation,ssp8
ankh,SSP,0.0,eval_f1,0.5387686456562027,cross-validation,ssp8
ankh,SSP,0.0,eval_runtime,62.9028,cross-validation,ssp8
ankh,SSP,0.0,eval_samples_per_second,34.323,cross-validation,ssp8
ankh,SSP,0.0,eval_steps_per_second,34.323,cross-validation,ssp8
ankh,SSP,0.0,epoch,6.0,cross-validation,ssp8
ankh,SSP,1.0,eval_loss,0.6773862242698669,cross-validation,ssp8
ankh,SSP,1.0,eval_accuracy,0.7465587878262377,cross-validation,ssp8
ankh,SSP,1.0,eval_precision,0.6743352423493942,cross-validation,ssp8
ankh,SSP,1.0,eval_recall,0.4982171524948381,cross-validation,ssp8
ankh,SSP,1.0,eval_f1,0.5325157845489672,cross-validation,ssp8
ankh,SSP,1.0,eval_runtime,54.5902,cross-validation,ssp8
ankh,SSP,1.0,eval_samples_per_second,39.549,cross-validation,ssp8
ankh,SSP,1.0,eval_steps_per_second,39.549,cross-validation,ssp8
ankh,SSP,1.0,epoch,6.0,cross-validation,ssp8
ankh,SSP,2.0,eval_loss,0.6791310906410217,cross-validation,ssp8
ankh,SSP,2.0,eval_accuracy,0.7475528582615505,cross-validation,ssp8
ankh,SSP,2.0,eval_precision,0.670220788396327,cross-validation,ssp8
ankh,SSP,2.0,eval_recall,0.4917857773148799,cross-validation,ssp8
ankh,SSP,2.0,eval_f1,0.5268595028332377,cross-validation,ssp8
ankh,SSP,2.0,eval_runtime,43.9232,cross-validation,ssp8
ankh,SSP,2.0,eval_samples_per_second,49.131,cross-validation,ssp8
ankh,SSP,2.0,eval_steps_per_second,49.131,cross-validation,ssp8
ankh,SSP,2.0,epoch,6.0,cross-validation,ssp8
ankh,SSP,3.0,eval_loss,0.6824418306350708,cross-validation,ssp8
ankh,SSP,3.0,eval_accuracy,0.7467142502884128,cross-validation,ssp8
ankh,SSP,3.0,eval_precision,0.6585357267276924,cross-validation,ssp8
ankh,SSP,3.0,eval_recall,0.5016811557772778,cross-validation,ssp8
ankh,SSP,3.0,eval_f1,0.5362300486315545,cross-validation,ssp8
ankh,SSP,3.0,eval_runtime,50.2204,cross-validation,ssp8
ankh,SSP,3.0,eval_samples_per_second,42.971,cross-validation,ssp8
ankh,SSP,3.0,eval_steps_per_second,42.971,cross-validation,ssp8
ankh,SSP,3.0,epoch,6.0,cross-validation,ssp8
ankh,SSP,4.0,eval_loss,0.6900544762611389,cross-validation,ssp8
ankh,SSP,4.0,eval_accuracy,0.743915571051592,cross-validation,ssp8
ankh,SSP,4.0,eval_precision,0.6430933378597217,cross-validation,ssp8
ankh,SSP,4.0,eval_recall,0.4923271392380927,cross-validation,ssp8
ankh,SSP,4.0,eval_f1,0.5273657436394928,cross-validation,ssp8
ankh,SSP,4.0,eval_runtime,41.1453,cross-validation,ssp8
ankh,SSP,4.0,eval_samples_per_second,52.448,cross-validation,ssp8
ankh,SSP,4.0,eval_steps_per_second,52.448,cross-validation,ssp8
ankh,SSP,4.0,epoch,6.0,cross-validation,ssp8
ankh,SSP,,eval_loss,0.9915935397148132,casp12,ssp8
ankh,SSP,,eval_accuracy,0.6553448022349655,casp12,ssp8
ankh,SSP,,eval_precision,0.4742984402813925,casp12,ssp8
ankh,SSP,,eval_recall,0.3944440771862034,casp12,ssp8
ankh,SSP,,eval_f1,0.4070208786109328,casp12,ssp8
ankh,SSP,,eval_runtime,0.5859,casp12,ssp8
ankh,SSP,,eval_samples_per_second,34.136,casp12,ssp8
ankh,SSP,,eval_steps_per_second,34.136,casp12,ssp8
ankh,SSP,,epoch,6.0,casp12,ssp8
ankh,SSP,,eval_loss,0.7766121029853821,casp13,ssp8
ankh,SSP,,eval_accuracy,0.7045740663029795,casp13,ssp8
ankh,SSP,,eval_precision,0.5134099300633721,casp13,ssp8
ankh,SSP,,eval_recall,0.4328452560833956,casp13,ssp8
ankh,SSP,,eval_f1,0.4448896067101062,casp13,ssp8
ankh,SSP,,eval_runtime,0.1376,casp13,ssp8
ankh,SSP,,eval_samples_per_second,87.197,casp13,ssp8
ankh,SSP,,eval_steps_per_second,87.197,casp13,ssp8
ankh,SSP,,epoch,6.0,casp13,ssp8
ankh,SSP,,eval_loss,1.1042412519454956,casp14,ssp8
ankh,SSP,,eval_accuracy,0.5901820187534473,casp14,ssp8
ankh,SSP,,eval_precision,0.3665903309646654,casp14,ssp8
ankh,SSP,,eval_recall,0.3397453907145134,casp14,ssp8
ankh,SSP,,eval_f1,0.3279824611201105,casp14,ssp8
ankh,SSP,,eval_runtime,0.3141,casp14,ssp8
ankh,SSP,,eval_samples_per_second,57.303,casp14,ssp8
ankh,SSP,,eval_steps_per_second,57.303,casp14,ssp8
ankh,SSP,,epoch,6.0,casp14,ssp8
ankh,SSP,,eval_loss,0.7018446922302246,ts115,ssp8
ankh,SSP,,eval_accuracy,0.7463304605440345,ts115,ssp8
ankh,SSP,,eval_precision,0.6646568554303562,ts115,ssp8
ankh,SSP,,eval_recall,0.4864504166688646,ts115,ssp8
ankh,SSP,,eval_f1,0.5219807881485934,ts115,ssp8
ankh,SSP,,eval_runtime,2.3433,ts115,ssp8
ankh,SSP,,eval_samples_per_second,49.076,ts115,ssp8
ankh,SSP,,eval_steps_per_second,49.076,ts115,ssp8
ankh,SSP,,epoch,6.0,ts115,ssp8
ankh,SSP,,eval_loss,0.7787359952926636,cb513,ssp8
ankh,SSP,,eval_accuracy,0.7169452333502302,cb513,ssp8
ankh,SSP,,eval_precision,0.6105729769835716,cb513,ssp8
ankh,SSP,,eval_recall,0.4914817104884693,cb513,ssp8
ankh,SSP,,eval_f1,0.5180668607725548,cb513,ssp8
ankh,SSP,,eval_runtime,8.6691,cb513,ssp8
ankh,SSP,,eval_samples_per_second,58.945,cb513,ssp8
ankh,SSP,,eval_steps_per_second,58.945,cb513,ssp8
ankh,SSP,,epoch,6.0,cb513,ssp8
